Rentrée scolaire;Région académique;Académie;Département;Commune;Numéro de l'école;Dénomination principale;Patronyme;Secteur;REP;REP +;Nombre total de classes;Nombre total d'élèves;Nombre d'élèves en pré-élémentaire hors ULIS;Nombre d'élèves en élémentaire hors ULIS;Nombre d'élèves en ULIS;Nombre d'élèves en CP hors ULIS;Nombre d'élèves en CE1 hors ULIS;Nombre d'élèves en CE2 hors ULIS;Nombre d'élèves en CM1 hors ULIS;Nombre d'élèves en CM2 hors ULIS;tri;Code Postal
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUICHEN;0352153A;ECOLE PRIMAIRE PRIVEE;ST MARTIN;PRIVE;0;0;8;206;79;127;0;21;29;24;29;24;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUICHEN-0352153A;35580
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUICHEN;0352693M;ECOLE PRIMAIRE PUBLIQUE;LES CALLUNES;PUBLIC;0;0;9;219;69;150;0;26;27;25;44;28;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUICHEN-0352693M;35580
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIGNEN;0351343V;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;11;285;98;187;0;41;40;35;33;38;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIGNEN-0351343V;35580
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIGNEN;0352403X;ECOLE PRIMAIRE PUBLIQUE;AIME BAILLEUL;PUBLIC;0;0;10;241;69;172;0;31;29;38;42;32;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIGNEN-0352403X;35580
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIPEL;0351656K;ECOLE PRIMAIRE PUBLIQUE;ROSA PARKS;PUBLIC;0;0;6;148;57;91;0;16;22;16;23;14;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIPEL-0351656K;35440
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIPEL;0352773Z;ECOLE PRIMAIRE PRIVEE;DIWAN;PRIVE;0;0;2;25;14;11;0;5;5;1;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIPEL-0352773Z;35440
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIPRY-MESSAC;0351754S;ECOLE PRIMAIRE PUBLIQUE;GEORGE SAND;PUBLIC;0;0;8;166;50;116;0;26;15;23;29;23;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIPRY-MESSAC-0351754S;35480
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIPRY-MESSAC;0352152Z;ECOLE PRIMAIRE PRIVEE;STE JEANNE D'ARC;PRIVE;0;0;4;82;35;47;0;18;10;6;7;6;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIPRY-MESSAC-0352152Z;35480
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIPRY-MESSAC;0352196X;ECOLE PRIMAIRE PRIVEE;ST MICHEL;PRIVE;0;0;10;229;81;139;9;29;34;25;34;17;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIPRY-MESSAC-0352196X;35480
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;GUIPRY-MESSAC;0352352S;ECOLE PRIMAIRE PUBLIQUE;LA ROCHE DES GREES;PUBLIC;0;0;10;261;80;181;0;41;36;30;35;39;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-GUIPRY-MESSAC-0352352S;35480
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;HEDE-BAZOUGES;0351347Z;ECOLE PRIMAIRE PRIVEE;ABBE PIERRE;PRIVE;0;0;6;163;65;98;0;14;24;16;21;23;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-HEDE-BAZOUGES-0351347Z;35630
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;HEDE-BAZOUGES;0351783Y;ECOLE PRIMAIRE PUBLIQUE;LES COURTILLETS;PUBLIC;0;0;11;270;102;168;0;27;29;40;43;29;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-HEDE-BAZOUGES-0351783Y;35630
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;HIREL;0350288Y;ECOLE PRIMAIRE PUBLIQUE;LE LONG SILLON;PUBLIC;0;0;4;73;23;50;0;9;11;9;10;11;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-HIREL-0350288Y;35120
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;IFFENDIC;0351056H;ECOLE PRIMAIRE PRIVEE;LE SACRE COEUR;PRIVE;0;0;7;199;66;133;0;22;27;29;22;33;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-IFFENDIC-0351056H;35750
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;IFFENDIC;0352112F;ECOLE PRIMAIRE PUBLIQUE;LA FEE VIVIANE;PUBLIC;0;0;15;351;104;247;0;55;51;48;53;40;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-IFFENDIC-0352112F;35750
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;IRODOUER;0350294E;ECOLE PRIMAIRE PUBLIQUE;HENRI DES;PUBLIC;0;0;8;189;59;130;0;21;27;16;28;38;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-IRODOUER-0350294E;35850
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;IRODOUER;0351059L;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;6;141;48;93;0;22;17;15;16;23;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-IRODOUER-0351059L;35850
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;JANZE;0350296G;ECOLE ELEMENTAIRE PUBLIQUE;LE CHAT PERCHE;PUBLIC;0;0;13;334;0;334;0;63;75;57;75;64;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-JANZE-0350296G;35150
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;JANZE;0350902R;ECOLE MATERNELLE PUBLIQUE;LA MARELLE;PUBLIC;0;0;6;160;160;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-JANZE-0350902R;35150
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;JANZE;0352363D;ECOLE PRIMAIRE PRIVEE;SACRE COEUR;PRIVE;0;0;17;432;153;279;0;61;56;53;52;57;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-JANZE-0352363D;35150
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;JAVENE;0350297H;ECOLE PRIMAIRE PUBLIQUE;LOUISE MICHEL;PUBLIC;0;0;7;166;65;101;0;18;21;22;15;25;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-JAVENE-0350297H;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;JAVENE;0351062P;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE PONTMAIN;PRIVE;0;0;5;125;47;78;0;18;13;18;18;11;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-JAVENE-0351062P;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;L'HERMITAGE;0351349B;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;7;167;71;96;0;17;23;16;20;20;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-L'HERMITAGE-0351349B;35590
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;L'HERMITAGE;0351822R;ECOLE MATERNELLE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;5;118;118;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-L'HERMITAGE-0351822R;35590
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;L'HERMITAGE;0351823S;ECOLE ELEMENTAIRE PUBLIQUE;EUGENE ALLANIC;PUBLIC;0;0;10;251;0;251;0;43;57;64;42;45;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-L'HERMITAGE-0351823S;35590
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA BAZOUGE-DU-DESERT;0351179S;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;4;108;35;73;0;16;11;18;16;12;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA BAZOUGE-DU-DESERT-0351179S;35420
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA BOSSE-DE-BRETAGNE;0351685S;ECOLE PRIMAIRE PUBLIQUE;LES NOES;PUBLIC;0;0;3;56;19;37;0;4;8;8;8;9;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA BOSSE-DE-BRETAGNE-0351685S;35320
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA BOUEXIERE;0351195J;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;8;195;73;122;0;21;22;28;28;23;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA BOUEXIERE-0351195J;35340
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA BOUEXIERE;0351751N;ECOLE ELEMENTAIRE PUBLIQUE;CHARLES TILLON;PUBLIC;0;0;9;225;0;225;0;56;45;34;47;43;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA BOUEXIERE-0351751N;35340
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA BOUEXIERE;0351916T;ECOLE MATERNELLE PUBLIQUE;CHARLES TILLON;PUBLIC;0;0;7;159;159;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA BOUEXIERE-0351916T;35340
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA BOUSSAC;0350150Y;ECOLE PRIMAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;6;127;45;82;0;20;19;13;16;14;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA BOUSSAC-0350150Y;35120
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE DU LOU DU LAC;0351231Y;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DU SACRE COEUR;PRIVE;0;0;4;83;20;63;0;0;12;13;16;22;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE DU LOU DU LAC-0351231Y;35360
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-AUX-FILTZMEENS;0350171W;ECOLE PRIMAIRE PUBLIQUE;LES PETITS CAPELLOS;PUBLIC;0;0;5;100;41;59;0;13;14;14;5;13;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-AUX-FILTZMEENS-0350171W;35190
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-BOUEXIC;0350172X;ECOLE PRIMAIRE PUBLIQUE;LA ROCHE POURPREE;PUBLIC;0;0;8;188;70;118;0;24;23;28;21;22;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-BOUEXIC-0350172X;35330
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-CHAUSSEE;0350173Y;ECOLE PRIMAIRE PUBLIQUE;LE CHEMIN NEUF;PUBLIC;0;0;8;170;53;117;0;17;24;32;25;19;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-CHAUSSEE-0350173Y;35630
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-CHAUSSEE;0351229W;ECOLE PRIMAIRE PRIVEE;LA SAGESSE;PRIVE;0;0;2;45;32;13;0;13;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-CHAUSSEE-0351229W;35630
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-DE-BRAIN;0351730R;ECOLE PRIMAIRE PRIVEE;LA CHAPELLE;PRIVE;0;0;2;51;24;27;0;0;0;12;15;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-DE-BRAIN-0351730R;35660
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-DES-FOUGERETZ;0350174Z;ECOLE ELEMENTAIRE PUBLIQUE;GEORGES MARTINAIS;PUBLIC;0;0;11;240;0;240;0;48;45;47;54;46;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-DES-FOUGERETZ-0350174Z;35520
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-DES-FOUGERETZ;0351230X;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;6;158;69;89;0;14;21;13;17;24;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-DES-FOUGERETZ-0351230X;35520
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-DES-FOUGERETZ;0351814G;ECOLE MATERNELLE PUBLIQUE;GEORGES MARTINAIS;PUBLIC;0;0;5;134;134;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-DES-FOUGERETZ-0351814G;35520
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-ERBREE;0351232Z;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;4;76;31;45;0;13;6;10;9;7;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-ERBREE-0351232Z;35500
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-JANSON;0351234B;ECOLE ELEMENTAIRE PRIVEE;ECOLE PRIVEE;PRIVE;0;0;4;86;0;86;0;0;24;25;20;17;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-JANSON-0351234B;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-SAINT-AUBERT;0352694N;ECOLE ELEMENTAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;2;39;0;39;0;0;22;17;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-SAINT-AUBERT-0352694N;35140
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA CHAPELLE-THOUARAULT;0352390H;ECOLE PRIMAIRE PUBLIQUE;ROGER BEAULIEU;PUBLIC;0;0;8;193;72;121;0;21;24;28;33;15;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA CHAPELLE-THOUARAULT-0352390H;35590
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA COUYERE;0350210N;ECOLE PRIMAIRE PUBLIQUE;HENRI MATISSE;PUBLIC;0;0;2;39;10;29;0;19;10;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA COUYERE-0350210N;35320
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA DOMINELAIS;0351283E;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;7;153;51;102;0;19;25;19;14;25;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA DOMINELAIS-0351283E;35390
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA FRESNAIS;0351320V;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;5;121;39;82;0;16;16;14;19;17;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA FRESNAIS-0351320V;35111
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA FRESNAIS;0351654H;ECOLE PRIMAIRE PUBLIQUE;LES FRENES;PUBLIC;0;0;9;209;70;139;0;24;30;28;28;29;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA FRESNAIS-0351654H;35111
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA GOUESNIERE;0351330F;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DU BOIS RENOU;PRIVE;0;0;6;143;58;85;0;19;7;26;9;24;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA GOUESNIERE-0351330F;35350
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA GOUESNIERE;0351655J;ECOLE PRIMAIRE PUBLIQUE;LES TILLEULS;PUBLIC;0;0;4;94;39;55;0;9;16;12;10;8;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA GOUESNIERE-0351655J;35350
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA GUERCHE-DE-BRETAGNE;0350274H;ECOLE MATERNELLE;SONIA DELAUNAY;PUBLIC;0;0;5;119;119;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA GUERCHE-DE-BRETAGNE-0350274H;35130
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA GUERCHE-DE-BRETAGNE;0352131B;ECOLE ELEMENTAIRE PUBLIQUE;EVELYNE BRISOU-PELLEN;PUBLIC;0;0;10;223;0;223;0;40;51;47;36;49;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA GUERCHE-DE-BRETAGNE-0352131B;35130
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA GUERCHE-DE-BRETAGNE;0352408C;ECOLE PRIMAIRE PRIVEE;LA PROVIDENCE;PRIVE;0;0;14;344;116;228;0;38;39;56;49;46;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA GUERCHE-DE-BRETAGNE-0352408C;35130
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA MEZIERE;0351110S;ECOLE PRIMAIRE PRIVEE;ST MARTIN;PRIVE;0;0;9;244;94;150;0;33;26;31;30;30;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA MEZIERE-0351110S;35520
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA MEZIERE;0351788D;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE JAKEZ HELIAS;PUBLIC;0;0;11;279;0;279;0;41;53;56;64;65;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA MEZIERE-0351788D;35520
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA MEZIERE;0352168S;ECOLE MATERNELLE PUBLIQUE;JACQUES-YVES COUSTEAU;PUBLIC;0;0;5;116;116;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA MEZIERE-0352168S;35520
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA NOE-BLANCHE;0351740B;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;3;62;23;39;0;9;11;7;7;5;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA NOE-BLANCHE-0351740B;35470
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA RICHARDAIS;0351532A;ECOLE PRIMAIRE PRIVEE;STE ANNE;PRIVE;0;0;4;100;30;70;0;20;13;13;14;10;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA RICHARDAIS-0351532A;35780
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA RICHARDAIS;0351675F;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS BREHAULT;PUBLIC;0;0;5;108;0;108;0;22;15;25;22;24;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA RICHARDAIS-0351675F;35780
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA RICHARDAIS;0351922Z;ECOLE MATERNELLE PUBLIQUE;ANTOINE LAUNAY;PUBLIC;0;0;3;52;52;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA RICHARDAIS-0351922Z;35780
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA SELLE-EN-LUITRE;0351430P;ECOLE PRIMAIRE PRIVEE;ST JEAN-BAPTISTE;PRIVE;0;0;2;45;0;45;0;21;24;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA SELLE-EN-LUITRE-0351430P;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LA VILLE-ES-NONAIS;0352276J;ECOLE PRIMAIRE PUBLIQUE;JULES VERNE;PUBLIC;0;0;6;122;41;81;0;20;11;19;16;15;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LA VILLE-ES-NONAIS-0352276J;35430
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LAIGNELET;0352718P;ECOLE PRIMAIRE PUBLIQUE;ECOLE DES TROIS CHENES;PUBLIC;0;0;5;118;39;79;0;16;18;23;10;12;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LAIGNELET-0352718P;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LAILLE;0351064S;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;7;167;51;116;0;24;23;22;24;23;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LAILLE-0351064S;35890
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LAILLE;0351657L;ECOLE ELEMENTAIRE PUBLIQUE;LEONARD DE VINCI;PUBLIC;0;0;12;296;0;296;0;53;76;40;69;58;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LAILLE-0351657L;35890
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LAILLE;0351983R;ECOLE MATERNELLE PUBLIQUE;HENRI MATISSE;PUBLIC;0;0;6;156;156;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LAILLE-0351983R;35890
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LALLEU;0351658M;ECOLE MATERNELLE PUBLIQUE;NIKI DE SAINT PHALLE;PUBLIC;0;0;2;47;47;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LALLEU-0351658M;35320
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LANDAVRAN;0351065T;ECOLE ELEMENTAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;3;76;0;76;0;17;12;14;18;15;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LANDAVRAN-0351065T;35450
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LANDEAN;0351067V;ECOLE PRIMAIRE PRIVEE;NOTRE DAME;PRIVE;0;0;4;74;33;41;0;5;8;4;16;8;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LANDEAN-0351067V;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LANDUJAN;0351068W;ECOLE PRIMAIRE PRIVEE;STE JEANNE JUGAN;PRIVE;0;0;3;59;37;22;0;14;8;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LANDUJAN-0351068W;35360
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LANGAN;0351659N;ECOLE PRIMAIRE PUBLIQUE;LE VIEUX MUR;PUBLIC;0;0;5;119;54;65;0;15;14;12;7;17;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LANGAN-0351659N;35850
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LANGON;0350305S;ECOLE PRIMAIRE PUBLIQUE;LEO FERRE;PUBLIC;0;0;5;103;42;61;0;14;10;12;11;14;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LANGON-0350305S;35660
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LANGOUET;0350306T;ECOLE PRIMAIRE PUBLIQUE;JANUSZ KORCZAK;PUBLIC;0;0;4;89;37;52;0;18;11;9;6;8;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LANGOUET-0350306T;35630
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LASSY;0350310X;ECOLE PRIMAIRE PUBLIQUE;CAMILLE CLAUDEL;PUBLIC;0;0;9;208;74;134;0;22;27;33;28;24;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LASSY-0350310X;35580
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE CROUAIS;0351648B;ECOLE PRIMAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;3;72;28;44;0;8;13;2;12;9;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE CROUAIS-0351648B;35290
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE LOROUX;0351080J;ECOLE PRIMAIRE PRIVEE;ST JOSEPH;PRIVE;0;0;3;58;16;42;0;7;8;10;7;10;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE LOROUX-0351080J;35133
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE MINIHIC-SUR-RANCE;0350351S;ECOLE PRIMAIRE PUBLIQUE;ECOLE PUBLIQUE;PUBLIC;0;0;5;112;34;78;0;16;14;13;16;19;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE MINIHIC-SUR-RANCE-0350351S;35870
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE PERTRE;0350396R;ECOLE PRIMAIRE PUBLIQUE;ECOLE INTERC. DES 2 PROVINCES;PUBLIC;0;0;4;88;29;59;0;13;10;11;10;15;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE PERTRE-0350396R;35370
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE PERTRE;0351458V;ECOLE PRIMAIRE PRIVEE;ST SEBASTIEN;PRIVE;0;0;5;114;37;77;0;15;13;15;17;17;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE PERTRE-0351458V;35370
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE PETIT-FOUGERAY;0352671N;ECOLE PRIMAIRE PUBLIQUE;YAK RIVAIS;PUBLIC;0;0;5;117;43;74;0;14;14;16;17;13;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE PETIT-FOUGERAY-0352671N;35320
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0350430C;ECOLE PRIMAIRE PUBLIQUE;MOIGNE;PUBLIC;0;0;4;85;34;51;0;11;8;13;12;7;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0350430C;35650
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0351778T;ECOLE MATERNELLE PUBLIQUE;LA GABILLAIS;PUBLIC;0;0;5;110;110;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0351778T;35650
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352324L;ECOLE ELEMENTAIRE PUBLIQUE;LE CLOS JOURY;PUBLIC;0;0;9;212;0;212;0;32;47;48;41;44;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352324L;35650
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352329S;ECOLE ELEMENTAIRE PUBLIQUE;LA GABILLAIS;PUBLIC;0;0;8;206;0;206;0;42;43;34;39;48;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352329S;35650
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352487N;ECOLE PRIMAIRE PRIVEE;STE MARIE;PRIVE;0;0;10;266;118;148;0;31;29;30;23;35;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352487N;35650
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE RHEU;0352749Y;ECOLE MATERNELLE PUBLIQUE;LE CLOS JOURY;PUBLIC;0;0;5;120;120;0;0;0;0;0;0;0;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE RHEU-0352749Y;35650
2020;BRETAGNE;RENNES;ILLE-ET-VILAINE;LE SEL-DE-BRETAGNE;0351428M;ECOLE PRIMAIRE PRIVEE;ST NICOLAS;PRIVE;0;0;3;64;18;46;0;7;8;7;13;11;80-BRETAGNE-RENNES-ILLE-ET-VILAINE-LE SEL-DE-BRETAGNE-0351428M;35320
