code_region;libelle_region;code_academie;libelle_academie;code_departement;libelle_departement;code_postal;code_insee;libelle_commune;lieu_dit;Type_et_Libelle;No_de_voie_debut;Indice_de_repetition_debut;No_de_voie_fin;Indice_de_repetition_fin;Parite;Code_RNE;Secteur_unique
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE DE LA HODEYERE;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE DE LOCRONAN;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE DES PAYS BAS;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE DU LUXEMBOURG;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE DU MAINE;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE LEONARD DE VINCI;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE PAUL GAUGUIN;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE PIERRE DE GENNES;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ALLEE ROBERT SURCOUF;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;AVENUE DE LA DOUVE;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;BOULEVARD DE LA MOTTE;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;BOULEVARD DU PRECHE;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;BOULEVARD SAINT MARTIN;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;CHEMIN DE LA MENARDIERE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;IMPASSE DES OISEAUX;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;IMPASSE DES VIVIERS;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;IMPASSE DU HAUT CHALET;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;IMPASSE DU TREGOR;2;;9999;;P;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;JARDINS DE LA TREMOILLE;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LA BASSE TETARDIERE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT BIHONNIERE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT BLAIRIE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT LA CROIX ROUGE;17;;29;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT DEHAIRIE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT GARENNE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT GRANDE GALIENAIS;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;GUYONNIERE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT HOULERIE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT MEZIERE;2;;9999;;P;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT PETITE HAIE;2;;9999;;P;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT RIVERIE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT L ARGENCIERE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT BOULAY;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LE CHAMP DE L EPINE;2;;9999;;P;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT FEIL;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE COMBOURG;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;PONT D ETRELLES;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LIEU DIT PERRINES;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;LOTISSEMENT DU PONT BILLON;2;;9999;;P;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;PASSAGE DES AUGUSTINS;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;PLACE DE LA FONTAINE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;PLACE NOTRE DAME;1;;9999;;I;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;POURTOUR SAINT MARTIN;1;;9999;;I;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;ROUTE DE COMBOURG;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE ANATOLE LE BRAZ;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE BEL ORIENT;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE BREST;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE LA FONTAINE;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE LA LIBERTE;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE LA PISCINE;1;;9999;;I;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE L ABBE ANGER;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DE VERDUN;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE D EMBAS;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DES CASTORS;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DES OISEAUX;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DU 70E REGIMENT D INFANTER;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DU BOCAGE;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DU COLONEL NICOLAS LEBEL;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DU POINT DU JOUR;1;;9999;;I;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DU PRE;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE DU VAL;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE ELISA LEMONNIER;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE G DE GAULLE ANTHONIOZ;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE JEAN MARIE TEXIER;2;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE MADELEINE BRES;1;;9999;;PI;0351909K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE OLIVIER MALHERBE;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE RENE LAENNEC;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUE VICTOR HUGO;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35500;35360;Vitré;;RUELLE DES OISEAUX;1;;9999;;PI;0352008T;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;;35361;Le Vivier-sur-Mer;;;;;;;;0350708E;O
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;AVENUE DE GUYENNE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE EUGENE POTTIER;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;AVENUE DE POLOGNE;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE JULES GUESDE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE RICHARD LENOIR;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE RICHARD LENOIR;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LORIENT;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE ALBERT BRIAND;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE PAPU;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE PARIS;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE D INKERMANN;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE RAYMOND HERMER;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;SQUARE DU GENERAL KOENIG;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE REDON;1;;17;;I;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE REDON;2;;32;;P;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE LOUIS ARAGON;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE VICTOR SCHOELCHER;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE AMIRAL COURBET;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DES HARDRIERS;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;SQUARE VERCINGETORIX;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE PIERRE GOURDEL;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU LYONNAIS;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE SAINTONGE;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE SAINTONGE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;SQUARE DE SETUBAL;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ALLEE RAYMOND ROUAULT;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE OLYMPE DE GOUGES;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;RUE BOULAY PATY;1;;9999;;PI;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;PLACE HENRI TERRIERE;1;;9999;;PI;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;BOULEVARD DE LA DUCHESSE ANNE;61;;91;B;I;0350913C;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ROUTE DE SAINTE FOIX;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE GUEBRIANT;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE RAYMONDE FOREVILLE;1;;9999;;I;0350965J;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE PIERRE HENRI TEITGEN;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE CAPITAINE ALFRED DREYFUS;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DE LA HUGUENOTERIE;1;;9999;;PI;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;BOULEVARD SOLFERINO;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;PLACE DU 50E REGIMENT D ARTILLER;1;;9999;;I;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ALLEE JACQUES FRIMOT;2;;9999;;P;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ALLEE JACQUES FRIMOT;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;;35076;Chavagne;;;;;;;;0352030S;O
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;ALLEE JEAN TERRIEN;1;;9999;;PI;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;ALLEE LOUIS HEMON;2;;9999;;P;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;AVENUE LA BATAILLE FLANDRE DUNKERQUE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;AVENUE LA BATAILLE FLANDRE DUNKERQUE;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;AVENUE DU PROFESSEUR LEON BERNARD;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;BOULEVARD GEORGES POMPIDOU;2;;9999;;P;0350760L;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;BOULEVARD LEON GRIMAULT;1;;9999;;PI;0350963G;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;BOULEVARD MAL DE LATTRE DE TASSIGNY;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;BOULEVARD SAINT CONWOION;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;CARREFOUR DE LA CATHEDRALE;1;;9999;;PI;0350759K;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;CONTOUR SAINT AUBIN;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ESPLANADE DU CHAMP DE MARS;2;;9999;;P;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ESPLANADE DU CHAMP DE MARS;2;;9999;;P;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;GALERIE DU THEATRE;1;;9999;;PI;0350895H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35700;35238;Rennes;;RUE DOYEN ALBERT BOUZAT;1;;9999;;PI;0350027P;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;SQUARE ROBERT BADEN POWELL;1;;9999;;PI;0351796M;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;SQUARE ROBERT BADEN POWELL;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU DOCTEUR BADEROT;1;;9999;;PI;0351638R;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;ALLEE DU CORMIER;30;;32;;P;0350734H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35200;35238;Rennes;;PARC DES BALKANS;1;;9999;;PI;0351851X;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35400;35288;Saint-Malo;;RUE JOSEPH FERRAGU;1;;9999;;PI;0350916F;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35400;35288;Saint-Malo;;AVENUE DE VILLERS;1;;9999;;PI;0350044H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35400;35288;Saint-Malo;;AVENUE THEOPHILE BRIANT;1;;9999;;PI;0350916F;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35400;35288;Saint-Malo;;BOULEVARD CHATEAUBRIAND;1;;23;;I;0350916F;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35400;35288;Saint-Malo;;BOULEVARD CHATEAUBRIAND;28;;92;;P;0350044H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35400;35288;Saint-Malo;;BOULEVARD GAMBETTA;1;;9999;;PI;0350044H;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35000;35238;Rennes;;RUE DU 10E REGIMENT D ARTILLERIE;1;;9999;;PI;0350033W;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;ALLEE DES LANDES BLANCHES;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;CHEMIN DE L OURME;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;JARDIN DU PRESBYTERE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LA NOE DAVY;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LA VILLE BRIAND;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LIEU DIT LE PETIT MOULIN DU ROUVRE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;LE BOIS HUE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LE CHAMP CHRETIEN;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;CLAIRET;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LE PAILLE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LE ROCHER MARIE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;LE ROCHER PENDU;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LE ROUVRE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;LES COUDRETS;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LES ORMEAUX;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;LIEU DIT BECANNE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LIEU DIT BELLEVUE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;LIEU DIT COBAC PARC;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LIEU DIT LA VILLE GUERIN;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LIEU DIT LANDE SECHE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LIEU DIT LICORNOU;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;LIEU DIT ROCHER ABRAHAM;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;ROUTE DES GEHARDIERES;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;RUE AUGUSTE BRIZEUX;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;RUE DES CHAUSSEES;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;RUE DES DORIS;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;RUE DES TOUCHETTES;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;RUE F RENE DE CHATEAUBRIAND;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;RUE FRERE ANGE GARNIER;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;ST PIERRE DE PLESGUEN;RUE LEGUEN DE LA CROIX;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;RUE MADAME DE SEVIGNE;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;LANHELIN;RUE THEODORE BOTREL;1;;9999;;PI;0350707D;N
53;BRETAGNE;14;RENNES;035;ILLE-ET-VILAINE;35720;35308;Mesnil-Roc'h;TRESSE;CHAMP AU LOUP;1;;9999;;PI;0350708E;N
