Annee_scolaire;Academie;Numero_d_etablissement;nom_etablissement;Type_d_etablissement;Secteur_d_enseignement;Nombre_d_eleves;libelle_region;libelle_departement;Code_departement;adresse;code_postal;localite_acheminement;Code_region
2019-2020;RENNES;0352178C;ECOLE TECHNIQUE PRIVEE ASSOCIATION ODORICO;LYCEE PROFESSIONNEL;Privé;19;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DU MOULIN DU COMTE;35000;RENNES;53
2019-2020;RENNES;0352274G;COLLEGE FRANCOISE DOLTO;COLLEGE;Public;783;BRETAGNE;ILLE-ET-VILAINE;035;53 avenue LE BRIX;35742;PACE CEDEX;53
2019-2020;RENNES;0352318E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BRITO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1069;BRETAGNE;ILLE-ET-VILAINE;035;Avenue DU BOIS GREFFIER;35470;BAIN DE BRETAGNE;53
2019-2020;RENNES;0352448W;COLLEGE PIERRE-OLIVIER MALHERBE;COLLEGE;Public;615;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue DES GENETS;35221;CHATEAUBOURG CEDEX;53
2019-2020;RENNES;0352910Y;EC PRIV HC CLG HOLISKOL;COLLEGE;Privé;30;BRETAGNE;ILLE-ET-VILAINE;035;49 rue DE RIAVAL;35000;RENNES;53
2019-2020;RENNES;0352925P;ECOLE SECONDAIRE PRIVEE GRAINE DE SENS;COLLEGE;Privé;13;BRETAGNE;ILLE-ET-VILAINE;035;1 rue du Grand-Guéret;35290;MUEL;53
2018-2019;RENNES;0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;LYCEE PROFESSIONNEL;Public;116;BRETAGNE;ILLE-ET-VILAINE;035;5  RUE ALPHONSE PELLE;35120;DOL DE BRETAGNE;53
2018-2019;RENNES;0350011X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN GUEHENNO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1281;BRETAGNE;ILLE-ET-VILAINE;035;11  RUE DU CHAMP ROSSIGNOL;35305;FOUGERES CEDEX;53
2018-2019;RENNES;0350048M;LYCEE POLYVALENT JACQUES CARTIER;LYCEE POLYVALENT;Public;1216;BRETAGNE;ILLE-ET-VILAINE;035;31  RUE DE LA BALUE;35418;ST MALO CEDEX;53
2018-2019;RENNES;0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;LYCEE PROFESSIONNEL;Public;350;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue GEORGES GRAFF;35205;RENNES CEDEX 2;53
2018-2019;RENNES;0350062C;LYCEE PROFESSIONNEL MAUPERTUIS;LYCEE PROFESSIONNEL;Public;246;BRETAGNE;ILLE-ET-VILAINE;035;Rue Pierre de Coubertin;35407;ST MALO CEDEX;53
2018-2019;RENNES;0350734H;COLLEGE LES CHALAIS;COLLEGE;Public;419;BRETAGNE;ILLE-ET-VILAINE;035;25 avenue DU CANADA;35201;RENNES CEDEX 2;53
2018-2019;RENNES;0350787R;LYCEE GENERAL ET TECHNOLOGIQUE LES RIMAINS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;252;BRETAGNE;ILLE-ET-VILAINE;035;Esplanade de la Gare;35409;ST MALO CEDEX;53
2018-2019;RENNES;0350791V;LYC POLYVAL PRIVE DES METIERS MARCEL CALLO;LYCEE POLYVALENT;Privé;896;BRETAGNE;ILLE-ET-VILAINE;035;21 avenue ETIENNE GASCON;35603;REDON CEDEX;53
2018-2019;RENNES;0350795Z;LYC POLYVAL PRIVE DES METIERS DE LA SALLE;LYCEE POLYVALENT;Privé;1059;BRETAGNE;ILLE-ET-VILAINE;035;5 rue DE LA MOTTE BRULON;35706;RENNES CEDEX 7;53
2018-2019;RENNES;0350805K;ECOLE TECHNIQUE PRIVEE CHANTAL LE COZIC;LYCEE PROFESSIONNEL;Privé;176;BRETAGNE;ILLE-ET-VILAINE;035;52  BOULEVARD VILLEBOIS MAREUIL;35000;RENNES;53
2018-2019;RENNES;0350807M;LYCEE PROF PRIVE DES METIERS NOTRE DAME;LYCEE PROFESSIONNEL;Privé;212;BRETAGNE;ILLE-ET-VILAINE;035;12 rue de la Chapelle-Saint-Méen;35290;ST MEEN LE GRAND;53
2018-2019;RENNES;0350808N;LYC POLYVAL PRIVE DES METIERS STE JEANNE D'ARC;LYCEE POLYVALENT;Privé;1036;BRETAGNE;ILLE-ET-VILAINE;035;13 place de la République;35503;VITRE CEDEX;53
2018-2019;RENNES;0350867C;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;624;BRETAGNE;ILLE-ET-VILAINE;035;15 rue des Ecoles;35340;LIFFRE;53
2018-2019;RENNES;0350869E;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;149;BRETAGNE;ILLE-ET-VILAINE;035;44 rue DE GUER;35330;VAL D ANAST;53
2018-2019;RENNES;0350875L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;360;BRETAGNE;ILLE-ET-VILAINE;035;19 rue Pasteur;35550;PIPRIAC;53
2018-2019;RENNES;0350882U;COLLEGE PRIVE STE ANNE;COLLEGE;Privé;301;BRETAGNE;ILLE-ET-VILAINE;035;1 rue de la Bouëxière;35140;ST AUBIN DU CORMIER;53
2018-2019;RENNES;0350885X;COLLEGE PRIVE JULIEN MAUNOIR;COLLEGE;Privé;161;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE LA FIEFFE;35420;ST GEORGES DE REINTEMBAULT;53
2018-2019;RENNES;0350896J;COLLEGE JEAN CHARCOT;COLLEGE;Public;351;BRETAGNE;ILLE-ET-VILAINE;035;28 rue LE POMELLEC;35400;ST MALO;53
2018-2019;RENNES;0350969N;COLLEGE BELLEVUE;COLLEGE;Public;490;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DE BELLEVUE;35602;REDON CEDEX;53
2018-2019;RENNES;0351019O;;COLLEGE;Privé;15;BRETAGNE;ILLE-ET-VILAINE;035;;-;-;53
2018-2019;RENNES;0351852Y;COLLEGE DE FONTENAY;COLLEGE;Public;617;BRETAGNE;ILLE-ET-VILAINE;035;Rue ANTOINE CHATEL;35176;CHARTRES DE BRETAGNE CEDEX;53
2018-2019;RENNES;0351878B;LYCEE PROFESSIONNEL COETLOGON;LYCEE PROFESSIONNEL;Public;1051;BRETAGNE;ILLE-ET-VILAINE;035;53 rue ANTOINE JOLY;35083;RENNES CEDEX;53
2018-2019;RENNES;0351906G;COLLEGE BOURGCHEVREUIL;COLLEGE;Public;691;BRETAGNE;ILLE-ET-VILAINE;035;1 boulevard DES METAIRIES;35513;CESSON SEVIGNE CEDEX;53
2018-2019;RENNES;0352030S;COLLEGE MORVAN LEBESQUE;COLLEGE;Public;684;BRETAGNE;ILLE-ET-VILAINE;035;34 avenue BEAUSEJOUR;35310;MORDELLES;53
2018-2019;RENNES;0352069J;COLLEGE PRIVE ST VINCENT-PROVIDENCE;COLLEGE;Privé;869;BRETAGNE;ILLE-ET-VILAINE;035;57 rue de Paris;35064;RENNES CEDEX;53
2018-2019;RENNES;0352267Z;ECOLE PRIVEE COIF ESTHETIQUE L'ACADEMY;LYCEE PROFESSIONNEL;Privé;58;BRETAGNE;ILLE-ET-VILAINE;035;24  BOULEVARD SOLFERINO;35000;RENNES;53
2018-2019;RENNES;0352318E;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BRITO;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1103;BRETAGNE;ILLE-ET-VILAINE;035;Avenue DU BOIS GREFFIER;35470;BAIN DE BRETAGNE;53
2018-2019;RENNES;0352471W;LYCEE GENERAL PRIVE ST MAGLOIRE;LYCEE D ENSEIGNEMENT GENERAL;Privé;324;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
2018-2019;RENNES;0352860U;COLLEGE SIMONE VEIL;COLLEGE;Public;662;BRETAGNE;ILLE-ET-VILAINE;035;2 rue BERNARD PICOULT;35320;CREVIN;53
2015-2016;RENNES;0350003N;COLLEGE RENE CASSIN;COLLEGE;Public;419;BRETAGNE;ILLE-ET-VILAINE;035;56 RUE DE ST MALO;35260;CANCALE;53
2015-2016;RENNES;0350029S;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT-CURIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1481;BRETAGNE;ILLE-ET-VILAINE;035;144  BOULEVARD DE VITRE;35703;RENNES CEDEX 7;53
2015-2016;RENNES;0350031U;LYCEE PROFESSIONNEL JEAN JAURES;LYCEE PROFESSIONNEL;Public;405;BRETAGNE;ILLE-ET-VILAINE;035;24 RUE VICTOR RAULT;35205;RENNES CEDEX 2;53
2015-2016;RENNES;0350033W;COLLEGE LES ORMEAUX;COLLEGE;Public;518;BRETAGNE;ILLE-ET-VILAINE;035;30 RUE DES ORMEAUX;35008;RENNES CEDEX;53
2015-2016;RENNES;0350041E;COLLEGE DE ROQUEBLEUE;COLLEGE;Public;146;BRETAGNE;ILLE-ET-VILAINE;035;32  RUE JANVIER;35420;ST GEORGES DE REINTEMBAU;53
2015-2016;RENNES;0350044H;COLLEGE CHATEAUBRIAND;COLLEGE;Public;198;BRETAGNE;ILLE-ET-VILAINE;035;26 BOULEVARD VILLEBOIS MAREUIL;35406;ST MALO CEDEX;53
2015-2016;RENNES;0350048M;LYCEE POLYVALENT JACQUES CARTIER;LYCEE POLYVALENT;Public;1227;BRETAGNE;ILLE-ET-VILAINE;035;31 RUE DE LA BALUE;35418;ST MALO CEDEX;53
2015-2016;RENNES;0350050P;LP LYCEE DES METIERS BEL AIR;LYCEE PROFESSIONNEL;Public;277;BRETAGNE;ILLE-ET-VILAINE;035;7  RUE ERNEST RENAN;35190;TINTENIAC;53
2015-2016;RENNES;0350708E;COLLEGE PAUL FEVAL;COLLEGE;Public;637;BRETAGNE;ILLE-ET-VILAINE;035;ROUTE DE  DINAN;35120;DOL DE BRETAGNE;53
2015-2016;RENNES;0350710G;LYCEE GENERAL FRANCOIS RENE DE CHATEAUBRIAND;LYCEE D ENSEIGNEMENT GENERAL;Public;1909;BRETAGNE;ILLE-ET-VILAINE;035;136  BOULEVARD DE VITRE;35703;RENNES CEDEX 7;53
2015-2016;RENNES;0350732F;ETAB.REGIONAL ENSEIGNT ADAPTE JEAN BART;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;107;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE SAINT-PIERRE;35603;REDON CEDEX;53
2015-2016;RENNES;0350759K;COLLEGE ECHANGE;COLLEGE;Public;419;BRETAGNE;ILLE-ET-VILAINE;035;30 RUE DE DINAN;35102;RENNES CEDEX 3;53
2015-2016;RENNES;0350769W;LYC POLYVAL PRIVE des METIERS JEAN-BAPTISTE LE TAILLANDIER;LYCEE POLYVALENT;Privé;1246;BRETAGNE;ILLE-ET-VILAINE;035;9 BIS RUE EUGENE PACORY;35304;FOUGERES CEDEX;53
2015-2016;RENNES;0350780H;COLLEGE PRIVE IMMACULEE;COLLEGE;Privé;862;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE ANTOINE DE SAINT-EXUPERY;35762;ST GREGOIRE CEDEX;53
2015-2016;RENNES;0350805K;ECOLE TECHNIQUE PRIVEE CHANTAL LE COZIC;LYCEE PROFESSIONNEL;Privé;243;BRETAGNE;ILLE-ET-VILAINE;035;52 BOULEVARD VILLEBOIS MAREUIL;35000;RENNES;53
2015-2016;RENNES;0350849H;COLLEGE PRIVE LA SALLE ST JOSEPH;COLLEGE;Privé;603;BRETAGNE;ILLE-ET-VILAINE;035;54 RUE ALAIN D'ARGENTRE;35370;ARGENTRE DU PLESSIS;53
2015-2016;RENNES;0350852L;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;1098;BRETAGNE;ILLE-ET-VILAINE;035;3  AVENUE ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2015-2016;RENNES;0350854N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;474;BRETAGNE;ILLE-ET-VILAINE;035;1 RUE DU PRIEURE;35221;CHATEAUBOURG CEDEX;53
2015-2016;RENNES;0350872H;COLLEGE PRIVE ST LOUIS-MARIE;COLLEGE;Privé;574;BRETAGNE;ILLE-ET-VILAINE;035;11  BOULEVARD CARNOT;35162;MONTFORT SUR MEU CEDEX;53
2015-2016;RENNES;0350877N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;155;BRETAGNE;ILLE-ET-VILAINE;035;12 RUE CASIMIR PIGEON;35610;PLEINE FOUGERES;53
2015-2016;RENNES;0350878P;COLLEGE PRIVE DE L'HERMINE;COLLEGE;Privé;292;BRETAGNE;ILLE-ET-VILAINE;035;22  RUE DE L'HERMINE;35380;PLELAN LE GRAND;53
2015-2016;RENNES;0350881T;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;350;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DES ECOLES;35250;ST AUBIN D AUBIGNE;53
2015-2016;RENNES;0350887Z;COLLEGE PRIVE NOTRE DAME;COLLEGE;Privé;245;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DE LA CHAPELLE;35290;ST MEEN LE GRAND;53
2015-2016;RENNES;0350895H;COLLEGE ROSA PARKS;COLLEGE;Public;608;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DE GASCOGNE;35016;RENNES CEDEX;53
2015-2016;RENNES;0350913C;COLLEGE CLOTILDE VAUTIER;COLLEGE;Public;384;BRETAGNE;ILLE-ET-VILAINE;035;8 BIS RUE DE LA MOTTE BRULON;35704;RENNES CEDEX 7;53
2015-2016;RENNES;0350967L;COLLEGE MAHATMA GANDHI;COLLEGE;Public;404;BRETAGNE;ILLE-ET-VILAINE;035;17  RUE DE ST LO;35304;FOUGERES CEDEX;53
2015-2016;RENNES;0351053E;COLLEGE JEAN MONNET;COLLEGE;Public;578;BRETAGNE;ILLE-ET-VILAINE;035;2  RUE ARMAND JOUAULT;35150;JANZE;53
2015-2016;RENNES;0351790F;COLLEGE MARTIN LUTHER KING;COLLEGE;Public;756;BRETAGNE;ILLE-ET-VILAINE;035;50  AVENUE FRANCOIS MITTERRAND;35340;LIFFRE;53
2015-2016;RENNES;0351796M;COLLEGE EMILE ZOLA;COLLEGE;Public;551;BRETAGNE;ILLE-ET-VILAINE;035;2 AVENUE JANVIER;35044;RENNES CEDEX;53
2015-2016;RENNES;0351847T;COLLEGE GEORGES BRASSENS;COLLEGE;Public;780;BRETAGNE;ILLE-ET-VILAINE;035;RUE GEORGES BRASSENS;35651;LE RHEU CEDEX;53
2015-2016;RENNES;0351849V;COLLEGE AMAND BRIONNE;COLLEGE;Public;570;BRETAGNE;ILLE-ET-VILAINE;035;27 RUE DE RENNES;35250;ST AUBIN D AUBIGNE;53
2015-2016;RENNES;0351850W;COLLEGE CAMILLE GUERIN;COLLEGE;Public;402;BRETAGNE;ILLE-ET-VILAINE;035;3 TER RUE MAURICE;35290;ST MEEN LE GRAND;53
2015-2016;RENNES;0351878B;LYCEE PROFESSIONNEL COETLOGON;LYCEE PROFESSIONNEL;Public;993;BRETAGNE;ILLE-ET-VILAINE;035;53  RUE ANTOINE JOLY;35083;RENNES CEDEX;53
2015-2016;RENNES;0351881E;COLLEGE NOEL DU FAIL;COLLEGE;Public;787;BRETAGNE;ILLE-ET-VILAINE;035;3 AVENUE DU GENERAL DE GAULLE;35580;GUICHEN;53
2015-2016;RENNES;0351906G;COLLEGE BOURGCHEVREUIL;COLLEGE;Public;638;BRETAGNE;ILLE-ET-VILAINE;035;1 BOULEVARD DES METAIRIES;35513;CESSON SEVIGNE CEDEX;53
2015-2016;RENNES;0352070K;COLLEGE PRIVE ASSOMPTION;COLLEGE;Privé;911;BRETAGNE;ILLE-ET-VILAINE;035;18 BOULEVARD PAINLEVE;35702;RENNES CEDEX 7;53
2015-2016;RENNES;0352072M;LYC POLYVAL PRIVE des METIERS INSTITUTION ST MALO-PROVIDENCE;LYCEE POLYVALENT;Privé;1279;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DU COLLEGE;35418;ST MALO CEDEX;53
2015-2016;RENNES;0352235P;LYCEE GENERAL ET TECHNOLOGIQUE RENE CASSIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;952;BRETAGNE;ILLE-ET-VILAINE;035;2   LES BATAILLES;35162;MONTFORT SUR MEU CEDEX;53
2015-2016;RENNES;0352274G;COLLEGE FRANCOISE DOLTO;COLLEGE;Public;707;BRETAGNE;ILLE-ET-VILAINE;035;53 AVENUE LE BRIX;35742;PACE CEDEX;53
2015-2016;RENNES;0352341E;LYCEE GENERAL PRIVE ST JOSEPH;LYCEE D ENSEIGNEMENT GENERAL;Privé;604;BRETAGNE;ILLE-ET-VILAINE;035;3  AVENUE ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2015-2016;RENNES;0352446U;LYCEE PROF PRIVE DES METIERS STE THERESE;LYCEE PROFESSIONNEL;Privé;209;BRETAGNE;ILLE-ET-VILAINE;035;1 RUE DU 8 MAI;35130;LA GUERCHE DE BRETAGNE;53
2015-2016;RENNES;0352471W;LYCEE GENERAL PRIVE ST MAGLOIRE;LYCEE D ENSEIGNEMENT GENERAL;Privé;334;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
2015-2016;RENNES;0352541X;COLLEGE THEODORE MONOD;COLLEGE;Public;438;BRETAGNE;ILLE-ET-VILAINE;035;CHEMIN DE SEICHE;35771;VERN SUR SEICHE CEDEX;53
2015-2016;RENNES;0352589Z;COLLEGE JEAN MOULIN;COLLEGE;Public;331;BRETAGNE;ILLE-ET-VILAINE;035;PLACE LEOPOLD SEDAR SENGHOR;35136;ST JACQUES DE LA LANDE;53
2015-2016;RENNES;0352686E;LYCEE GENERAL ET TECHNOLOGIQUE ANITA CONTI;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;957;BRETAGNE;ILLE-ET-VILAINE;035;ESPLANADE ANITA CONTI;35174;BRUZ CEDEX;53
2015-2016;RENNES;0352691K;COLLEGE ANDREE RECIPON;COLLEGE;Public;723;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE PONT-PEAN;35230;ORGERES;53
2015-2016;RENNES;0352804H;ECOLE TECHNIQUE PRIVEE BEAUTE FORMATION;LYCEE PROFESSIONNEL;Privé;85;BRETAGNE;ILLE-ET-VILAINE;035;19  RUE DES FEUTERIES;35300;FOUGERES;53
2016-2017;RENNES;0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;LYCEE PROFESSIONNEL;Public;151;BRETAGNE;ILLE-ET-VILAINE;035;5  RUE ALPHONSE PELLE;35120;DOL DE BRETAGNE;53
2016-2017;RENNES;0350040D;COLLEGE ANGELE VANNIER;COLLEGE;Public;257;BRETAGNE;ILLE-ET-VILAINE;035;1 boulevard DU COLLEGE;35460;ST BRICE EN COGLES;53
2016-2017;RENNES;0350041E;COLLEGE DE ROQUEBLEUE;COLLEGE;Public;158;BRETAGNE;ILLE-ET-VILAINE;035;32  RUE JANVIER;35420;ST GEORGES DE REINTEMBAU;53
2016-2017;RENNES;0350044H;COLLEGE CHATEAUBRIAND;COLLEGE;Public;204;BRETAGNE;ILLE-ET-VILAINE;035;26  BOULEVARD VILLEBOIS MAREUIL;35406;ST MALO CEDEX;53
2016-2017;RENNES;0350102W;LP LYCEE DES METIERS BEAUMONT;LYCEE PROFESSIONNEL;Public;318;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE DU LYCEE;35605;REDON CEDEX;53
2016-2017;RENNES;0350759K;COLLEGE ECHANGE;COLLEGE;Public;428;BRETAGNE;ILLE-ET-VILAINE;035;30  RUE DE DINAN;35102;RENNES CEDEX 3;53
2016-2017;RENNES;0350761M;LYCEE PROFESSIONNEL JEAN GUEHENNO;LYCEE PROFESSIONNEL;Public;236;BRETAGNE;ILLE-ET-VILAINE;035;3 PROMENADE DU GUE MAHEU;35305;FOUGERES CEDEX;53
2016-2017;RENNES;0350769W;LYC POLYVAL PRIVE DES METIERS JEAN-BAPTISTE LE TAILLANDIER;LYCEE POLYVALENT;Privé;1236;BRETAGNE;ILLE-ET-VILAINE;035;9 BIS RUE EUGENE PACORY;35304;FOUGERES CEDEX;53
2016-2017;RENNES;0350783L;LYCEE GEN.ET TECHNOL.PRIVE STE GENEVIEVE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;392;BRETAGNE;ILLE-ET-VILAINE;035;14  RUE GINGUENE;35006;RENNES CEDEX;53
2016-2017;RENNES;0350787R;LYCEE GENERAL ET TECHNOLOGIQUE LES RIMAINS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;260;BRETAGNE;ILLE-ET-VILAINE;035;Esplanade DE LA GARE;35409;ST MALO CEDEX;53
2016-2017;RENNES;0350797B;LYC POLYVAL PRIVE des METIERS JEANNE D'ARC;LYCEE POLYVALENT;Privé;1148;BRETAGNE;ILLE-ET-VILAINE;035;61  RUE LA FONTAINE;35708;RENNES CEDEX 7;53
2016-2017;RENNES;0350808N;LYC POLYVAL PRIVE DES METIERS STE JEANNE D'ARC;LYCEE POLYVALENT;Privé;999;BRETAGNE;ILLE-ET-VILAINE;035;13 PLACE DE LA REPUBLIQUE;35503;VITRE CEDEX;53
2016-2017;RENNES;0350854N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;486;BRETAGNE;ILLE-ET-VILAINE;035;1 RUE DU PRIEURE;35221;CHATEAUBOURG CEDEX;53
2016-2017;RENNES;0350863Y;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;550;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE JEAN DE LA MENNAIS;35130;LA GUERCHE DE BRETAGNE;53
2016-2017;RENNES;0350868D;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;172;BRETAGNE;ILLE-ET-VILAINE;035;24 rue COURBE;35640;MARTIGNE FERCHAUD;53
2016-2017;RENNES;0350872H;COLLEGE PRIVE ST LOUIS-MARIE;COLLEGE;Privé;609;BRETAGNE;ILLE-ET-VILAINE;035;11  BOULEVARD CARNOT;35162;MONTFORT SUR MEU CEDEX;53
2016-2017;RENNES;0350878P;COLLEGE PRIVE DE L'HERMINE;COLLEGE;Privé;285;BRETAGNE;ILLE-ET-VILAINE;035;22  RUE DE L'HERMINE;35380;PLELAN LE GRAND;53
2016-2017;RENNES;0350889B;COLLEGE PRIVE SACRE COEUR;COLLEGE;Privé;303;BRETAGNE;ILLE-ET-VILAINE;035;16 rue JEANNE JUGAN;35403;ST MALO CEDEX;53
2016-2017;RENNES;0350913C;COLLEGE CLOTILDE VAUTIER;COLLEGE;Public;406;BRETAGNE;ILLE-ET-VILAINE;035;8 bis rue DE LA MOTTE BRULON;35704;RENNES CEDEX 7;53
2016-2017;RENNES;0350916F;COLLEGE DUGUAY-TROUIN;COLLEGE;Public;613;BRETAGNE;ILLE-ET-VILAINE;035;5  RUE HENRI LEMARIE;35400;ST MALO;53
2016-2017;RENNES;0350967L;COLLEGE MAHATMA GANDHI;COLLEGE;Public;392;BRETAGNE;ILLE-ET-VILAINE;035;17 rue DE ST LO;35304;FOUGERES CEDEX;53
2016-2017;RENNES;0351054F;LYCEE PROFESSIONNEL CHARLES TILLON;LYCEE PROFESSIONNEL;Public;501;BRETAGNE;ILLE-ET-VILAINE;035;9  ALLÉE GEORGES PALANTE;35009;RENNES CEDEX;53
2016-2017;RENNES;0351796M;COLLEGE EMILE ZOLA;COLLEGE;Public;540;BRETAGNE;ILLE-ET-VILAINE;035;2  AVENUE JANVIER;35044;RENNES CEDEX;53
2016-2017;RENNES;0351799R;COLLEGE DES FONTAINES;COLLEGE;Public;278;BRETAGNE;ILLE-ET-VILAINE;035;8 rue DU 14 JUILLET;35130;LA GUERCHE DE BRETAGNE;53
2016-2017;RENNES;0351882F;COLLEGE LA ROCHE AUX FEES;COLLEGE;Public;546;BRETAGNE;ILLE-ET-VILAINE;035;Rue ANATOLE LE BRAZ;35240;RETIERS;53
2016-2017;RENNES;0351969A;COLLEGE BEAUMONT;COLLEGE;Public;614;BRETAGNE;ILLE-ET-VILAINE;035;10 rue DU LYCEE;35605;REDON CEDEX;53
2016-2017;RENNES;0351997F;COLLEGE PRIVE JEANNE D'ARC;COLLEGE;Privé;467;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE JEANNE D'ARC;35304;FOUGERES CEDEX;53
2016-2017;RENNES;0352070K;COLLEGE PRIVE ASSOMPTION;COLLEGE;Privé;896;BRETAGNE;ILLE-ET-VILAINE;035;18  BOULEVARD PAINLEVE;35702;RENNES CEDEX 7;53
2016-2017;RENNES;0352072M;LYC POLYVAL PRIVE DES METIERS INSTITUTION ST MALO-PROVIDENCE;LYCEE POLYVALENT;Privé;1323;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU COLLEGE;35418;ST MALO CEDEX;53
2016-2017;RENNES;0352248D;COLLEGE VICTOR SEGALEN;COLLEGE;Public;635;BRETAGNE;ILLE-ET-VILAINE;035;34 rue JULES FERRY;35410;CHATEAUGIRON;53
2016-2017;RENNES;0352304P;LYCEE GENERAL ET TECHNOLOGIQUE SEVIGNE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1199;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA CHALOTAIS;35513;CESSON SEVIGNE CEDEX;53
2016-2017;RENNES;0352341E;LYCEE GENERAL ET TECHNOLOGIQUE ST JOSEPH;LYCEE D ENSEIGNEMENT GENERAL;Privé;612;BRETAGNE;ILLE-ET-VILAINE;035;3 AVENUE ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2016-2017;RENNES;0352533N;LYCEE GENERAL ET TECHNOLOGIQUE FRANCOIS RENE DE CHATEAUBRIAND;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;614;BRETAGNE;ILLE-ET-VILAINE;035;12  AVENUE DES ACACIAS;35270;COMBOURG;53
2016-2017;RENNES;0352541X;COLLEGE THEODORE MONOD;COLLEGE;Public;422;BRETAGNE;ILLE-ET-VILAINE;035;Chemin DE SEICHE;35771;VERN SUR SEICHE CEDEX;53
2017-2018;RENNES;0350024L;LYCEE GENERAL EMILE ZOLA;LYCEE D ENSEIGNEMENT GENERAL;Public;1086;BRETAGNE;ILLE-ET-VILAINE;035;2 avenue JANVIER;35044;RENNES CEDEX;53
2017-2018;RENNES;0350027P;COLLEGE LES GAYEULLES;COLLEGE;Public;529;BRETAGNE;ILLE-ET-VILAINE;035;140 boulevard DE VITRE;35703;RENNES CEDEX 7;53
2017-2018;RENNES;0350040D;COLLEGE ANGELE VANNIER;COLLEGE;Public;274;BRETAGNE;ILLE-ET-VILAINE;035;1 boulevard DU COLLEGE;35460;ST BRICE EN COGLES;53
2017-2018;RENNES;0350041E;COLLEGE DE ROQUEBLEUE;COLLEGE;Public;136;BRETAGNE;ILLE-ET-VILAINE;035;32  RUE JANVIER;35420;ST GEORGES DE REINTEMBAULT;53
2017-2018;RENNES;0350052S;COLLEGE PIERRE PERRIN;COLLEGE;Public;189;BRETAGNE;ILLE-ET-VILAINE;035;7  RUE DE LA LIBERATION;35460;TREMBLAY;53
2017-2018;RENNES;0350767U;COLLEGE PRIVE ST MAGLOIRE;COLLEGE;Privé;558;BRETAGNE;ILLE-ET-VILAINE;035;2  RUE DU CHANOINE BOURSIER;35120;DOL DE BRETAGNE;53
