Annee_scolaire;Academie;Numero_d_etablissement;nom_etablissement;Type_d_etablissement;Secteur_d_enseignement;Nombre_d_eleves;libelle_region;libelle_departement;Code_departement;adresse;code_postal;localite_acheminement;Code_region
2019-2020;RENNES;0352304P;LYCEE GENERAL ET TECHNOLOGIQUE SEVIGNE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1263;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA CHALOTAIS;35513;CESSON SEVIGNE CEDEX;53
2019-2020;RENNES;0352341E;LYCEE GENERAL ET TECHNOLOGIQUE ST JOSEPH;LYCEE D ENSEIGNEMENT GENERAL;Privé;643;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2019-2020;RENNES;0352760K;COLLEGE GERMAINE TILLION;COLLEGE;Public;586;BRETAGNE;ILLE-ET-VILAINE;035;;35520;LA MEZIERE;53
2019-2020;RENNES;0352894F;COLLEGE STE PHILOMENE;COLLEGE;Privé;73;BRETAGNE;ILLE-ET-VILAINE;035;Chemin DE LA FOUINARDIERE;35760;ST GREGOIRE;53
2017-2018;RENNES;0350028R;LYCEE GENERAL ET TECHNOLOGIQUE BREQUIGNY;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;2791;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue GEORGES GRAFF;35205;RENNES CEDEX 2;53
2017-2018;RENNES;0350030T;LPO LYCEE DES METIERS PIERRE MENDES FRANCE;LYCEE POLYVALENT;Public;1019;BRETAGNE;ILLE-ET-VILAINE;035;34 rue BAHON RAULT;35069;RENNES CEDEX;53
2017-2018;RENNES;0350031U;LYCEE PROFESSIONNEL JEAN JAURES;LYCEE PROFESSIONNEL;Public;434;BRETAGNE;ILLE-ET-VILAINE;035;24  RUE VICTOR RAULT;35205;RENNES CEDEX 2;53
2017-2018;RENNES;0350032V;LP LYCEE DES METIERS LOUIS GUILLOUX;LYCEE PROFESSIONNEL;Public;647;BRETAGNE;ILLE-ET-VILAINE;035;76 avenue DES BUTTES DE COESMES;35703;RENNES CEDEX 7;53
2017-2018;RENNES;0350039C;COLLEGE PIERRE DE DREUX;COLLEGE;Public;483;BRETAGNE;ILLE-ET-VILAINE;035;28 rue DU STADE;35140;ST AUBIN DU CORMIER;53
2017-2018;RENNES;0350048M;LYCEE POLYVALENT JACQUES CARTIER;LYCEE POLYVALENT;Public;1228;BRETAGNE;ILLE-ET-VILAINE;035;31  RUE DE LA BALUE;35418;ST MALO CEDEX;53
2017-2018;RENNES;0350707D;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;COLLEGE;Public;593;BRETAGNE;ILLE-ET-VILAINE;035;12 avenue DES ACACIAS;35270;COMBOURG;53
2017-2018;RENNES;0350709F;LP LYCEE DES METIERS LA CHAMPAGNE;LYCEE PROFESSIONNEL;Public;334;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU SERGENT HARRIS;35506;VITRE CEDEX;53
2017-2018;RENNES;0350759K;COLLEGE ECHANGE;COLLEGE;Public;450;BRETAGNE;ILLE-ET-VILAINE;035;30 rue DE DINAN;35102;RENNES CEDEX 3;53
2017-2018;RENNES;0350769W;LYC POLYVAL PRIVE DES METIERS JEAN-BAPTISTE LE TAILLANDIER;LYCEE POLYVALENT;Privé;1194;BRETAGNE;ILLE-ET-VILAINE;035;9 bis rue EUGENE PACORY;35304;FOUGERES CEDEX;53
2017-2018;RENNES;0350773A;COLLEGE PRIVE STE JEANNE D'ARC-CHOISY;COLLEGE;Privé;534;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue DE LA BORDERIE;35404;ST MALO CEDEX;53
2017-2018;RENNES;0350781J;COLLEGE PRIVE NOTRE DAME DU VIEUX COURS;COLLEGE;Privé;434;BRETAGNE;ILLE-ET-VILAINE;035;19  BOULEVARD DE LA LIBERTE;35000;RENNES;53
2017-2018;RENNES;0350787R;LYCEE GENERAL ET TECHNOLOGIQUE LES RIMAINS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;272;BRETAGNE;ILLE-ET-VILAINE;035;Esplanade DE LA GARE;35409;ST MALO CEDEX;53
2017-2018;RENNES;0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;LYCEE PROFESSIONNEL;Privé;379;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE VANNES;35601;REDON CEDEX;53
2017-2018;RENNES;0350805K;ECOLE TECHNIQUE PRIVEE CHANTAL LE COZIC;LYCEE PROFESSIONNEL;Privé;207;BRETAGNE;ILLE-ET-VILAINE;035;52  BOULEVARD VILLEBOIS MAREUIL;35000;RENNES;53
2017-2018;RENNES;0350807M;LYCEE PROF PRIVE DES METIERS NOTRE DAME;LYCEE PROFESSIONNEL;Privé;223;BRETAGNE;ILLE-ET-VILAINE;035;Rue DE DINAN;35290;ST MEEN LE GRAND;53
2017-2018;RENNES;0350836U;COLLEGE PRIVE ST MARTIN QUARTIER STE GENEVIE;COLLEGE;Privé;301;BRETAGNE;ILLE-ET-VILAINE;035;14 D rue GINGUENE;35044;RENNES CEDEX;53
2017-2018;RENNES;0350857S;COLLEGE PRIVE ST GILDUIN;COLLEGE;Privé;382;BRETAGNE;ILLE-ET-VILAINE;035;1 SQUARE EMILE BOHUON;35270;COMBOURG;53
2017-2018;RENNES;0350859U;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;393;BRETAGNE;ILLE-ET-VILAINE;035;18 RUE ST J-B DE LA SALLE;35801;DINARD CEDEX;53
2017-2018;RENNES;0350866B;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;698;BRETAGNE;ILLE-ET-VILAINE;035;45 RUE PAUL PAINLEVE;35150;JANZE;53
2017-2018;RENNES;0350870F;COLLEGE PRIVE LA PROVIDENCE;COLLEGE;Privé;310;BRETAGNE;ILLE-ET-VILAINE;035;21 rue DE RENNES;35360;MONTAUBAN DE BRETAGNE;53
2017-2018;RENNES;0350877N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;164;BRETAGNE;ILLE-ET-VILAINE;035;12 RUE CASIMIR PIGEON;35610;PLEINE FOUGERES;53
2017-2018;RENNES;0350881T;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;418;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DES ECOLES;35250;ST AUBIN D AUBIGNE;53
2017-2018;RENNES;0350885X;COLLEGE PRIVE JULIEN MAUNOIR;COLLEGE;Privé;172;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DE LA FIEFFE;35420;ST GEORGES DE REINTEMBAULT;53
2017-2018;RENNES;0350887Z;COLLEGE PRIVE NOTRE DAME;COLLEGE;Privé;261;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DE LA CHAPELLE;35290;ST MEEN LE GRAND;53
2017-2018;RENNES;0350889B;COLLEGE PRIVE SACRE COEUR;COLLEGE;Privé;302;BRETAGNE;ILLE-ET-VILAINE;035;16 rue JEANNE JUGAN;35403;ST MALO CEDEX;53
2017-2018;RENNES;0351849V;COLLEGE AMAND BRIONNE;COLLEGE;Public;577;BRETAGNE;ILLE-ET-VILAINE;035;27  RUE DE RENNES;35250;ST AUBIN D AUBIGNE;53
2017-2018;RENNES;0351878B;LYCEE PROFESSIONNEL COETLOGON;LYCEE PROFESSIONNEL;Public;989;BRETAGNE;ILLE-ET-VILAINE;035;53 rue ANTOINE JOLY;35083;RENNES CEDEX;53
2017-2018;RENNES;0351881E;COLLEGE NOEL DU FAIL;COLLEGE;Public;813;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue DU GENERAL DE GAULLE;35580;GUICHEN;53
2017-2018;RENNES;0352008T;COLLEGE LES ROCHERS SEVIGNE;COLLEGE;Public;404;BRETAGNE;ILLE-ET-VILAINE;035;1 allee PIERRE DE GENNES;35506;VITRE CEDEX;53
2017-2018;RENNES;0352072M;LYC POLYVAL PRIVE DES METIERS INSTITUTION ST MALO-PROVIDENCE;LYCEE POLYVALENT;Privé;1323;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU COLLEGE;35418;ST MALO CEDEX;53
2017-2018;RENNES;0352274G;COLLEGE FRANCOISE DOLTO;COLLEGE;Public;725;BRETAGNE;ILLE-ET-VILAINE;035;53 avenue LE BRIX;35742;PACE CEDEX;53
2017-2018;RENNES;0352319F;COLLEGE PRIVE ST GABRIEL;COLLEGE;Privé;982;BRETAGNE;ILLE-ET-VILAINE;035;59 avenue LE BRIX;35742;PACE CEDEX;53
2017-2018;RENNES;0352341E;LYCEE GENERAL ET TECHNOLOGIQUE ST JOSEPH;LYCEE D ENSEIGNEMENT GENERAL;Privé;609;BRETAGNE;ILLE-ET-VILAINE;035;3 avenue ALPHONSE LEGAULT;35171;BRUZ CEDEX;53
2017-2018;RENNES;0352867B;SECTION ENSEIGNT GEN.ET TECHNO LEGTA T. MONOD LE RHEU;SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE;Public;516;BRETAGNE;ILLE-ET-VILAINE;035;55  AVENUE DE LA BOUVARDIERE;35651;LE RHEU CEDEX;53
2016-2017;RENNES;0350002M;COLLEGE PIERRE BROSSOLETTE;COLLEGE;Public;765;BRETAGNE;ILLE-ET-VILAINE;035;18 RUE THEODORE BOTREL;35171;BRUZ CEDEX;53
2016-2017;RENNES;0350028R;LYCEE GENERAL ET TECHNOLOGIQUE BREQUIGNY;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;2743;BRETAGNE;ILLE-ET-VILAINE;035;7  AVENUE GEORGES GRAFF;35205;RENNES CEDEX 2;53
2016-2017;RENNES;0350029S;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT-CURIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1630;BRETAGNE;ILLE-ET-VILAINE;035;144  BOULEVARD DE VITRE;35703;RENNES CEDEX 7;53
2016-2017;RENNES;0350709F;LP LYCEE DES METIERS LA CHAMPAGNE;LYCEE PROFESSIONNEL;Public;341;BRETAGNE;ILLE-ET-VILAINE;035;2 rue DU SERGENT HARRIS;35506;VITRE CEDEX;53
2016-2017;RENNES;0350710G;LYCEE GENERAL FRANCOIS RENE DE CHATEAUBRIAND;LYCEE D ENSEIGNEMENT GENERAL;Public;1939;BRETAGNE;ILLE-ET-VILAINE;035;136  BOULEVARD DE VITRE;35703;RENNES CEDEX 7;53
2016-2017;RENNES;0350774B;LYCEE GEN ET TECHNOL PRIVE ST SAUVEUR;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;929;BRETAGNE;ILLE-ET-VILAINE;035;16 place ST SAUVEUR;35603;REDON CEDEX;53
2016-2017;RENNES;0350776D;LYCEE POLYVALENT PRIVE ST VINCENT-PROVIDENCE;LYCEE POLYVALENT;Privé;918;BRETAGNE;ILLE-ET-VILAINE;035;57  RUE DE PARIS;35064;RENNES CEDEX;53
2016-2017;RENNES;0350777E;LYCEE GEN ET TECHNOL PRIVE ST MARTIN;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Privé;1410;BRETAGNE;ILLE-ET-VILAINE;035;31  RUE D'ANTRAIN;35706;RENNES CEDEX 7;53
2016-2017;RENNES;0350785N;COLLEGE PRIVE DE MOKA;COLLEGE;Privé;395;BRETAGNE;ILLE-ET-VILAINE;035;4  AVENUE ARISTIDE BRIAND;35401;ST MALO CEDEX;53
2016-2017;RENNES;0350835T;COLLEGE PRIVE LA TOUR D'AUVERGNE;COLLEGE;Privé;393;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DE LA SANTE;35000;RENNES;53
2016-2017;RENNES;0350836U;COLLEGE PRIVE STE GENEVIEVE;COLLEGE;Privé;267;BRETAGNE;ILLE-ET-VILAINE;035;14  RUE GINGUENE;35006;RENNES CEDEX;53
2016-2017;RENNES;0350851K;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;942;BRETAGNE;ILLE-ET-VILAINE;035;6  RUE DE L'HOTEL DE VILLE;35470;BAIN DE BRETAGNE;53
2016-2017;RENNES;0350864Z;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;218;BRETAGNE;ILLE-ET-VILAINE;035;19  RUE DES DAMES;35580;GUIGNEN;53
2016-2017;RENNES;0350866B;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;717;BRETAGNE;ILLE-ET-VILAINE;035;45 RUE PAUL PAINLEVE;35150;JANZE;53
2016-2017;RENNES;0350867C;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;581;BRETAGNE;ILLE-ET-VILAINE;035;15 rue DES ECOLES;35340;LIFFRE;53
2016-2017;RENNES;0350877N;COLLEGE PRIVE ST JOSEPH;COLLEGE;Privé;156;BRETAGNE;ILLE-ET-VILAINE;035;12 RUE CASIMIR PIGEON;35610;PLEINE FOUGERES;53
2016-2017;RENNES;0350881T;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;383;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE DES ECOLES;35250;ST AUBIN D AUBIGNE;53
2016-2017;RENNES;0350882U;COLLEGE PRIVE STE ANNE;COLLEGE;Privé;274;BRETAGNE;ILLE-ET-VILAINE;035;1 rue de la Bouexière;35140;ST AUBIN DU CORMIER;53
2016-2017;RENNES;0350895H;COLLEGE ROSA PARKS;COLLEGE;Public;608;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE DE GASCOGNE;35016;RENNES CEDEX;53
2016-2017;RENNES;0350965J;COLLEGE LE LANDRY;COLLEGE;Public;558;BRETAGNE;ILLE-ET-VILAINE;035;29  AVENUE DE CORK;35207;RENNES CEDEX 2;53
2016-2017;RENNES;0351053E;COLLEGE JEAN MONNET;COLLEGE;Public;595;BRETAGNE;ILLE-ET-VILAINE;035;2 rue ARMAND JOUAULT;35150;JANZE;53
2016-2017;RENNES;0351785A;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;944;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA MERIAIS;35501;VITRE CEDEX;53
2016-2017;RENNES;0351849V;COLLEGE AMAND BRIONNE;COLLEGE;Public;577;BRETAGNE;ILLE-ET-VILAINE;035;27  RUE DE RENNES;35250;ST AUBIN D AUBIGNE;53
2016-2017;RENNES;0351878B;LYCEE PROFESSIONNEL COETLOGON;LYCEE PROFESSIONNEL;Public;1055;BRETAGNE;ILLE-ET-VILAINE;035;53  RUE ANTOINE JOLY;35083;RENNES CEDEX;53
2016-2017;RENNES;0352008T;COLLEGE LES ROCHERS SEVIGNE;COLLEGE;Public;406;BRETAGNE;ILLE-ET-VILAINE;035;1 ALLÉE PIERRE DE GENNES;35506;VITRE CEDEX;53
2016-2017;RENNES;0352071L;COLLEGE PRIVE STE THERESE;COLLEGE;Privé;172;BRETAGNE;ILLE-ET-VILAINE;035;27 rue SULLY PRUDHOMME;35067;RENNES CEDEX;53
2016-2017;RENNES;0352167R;COLLEGE JACQUES BREL;COLLEGE;Public;513;BRETAGNE;ILLE-ET-VILAINE;035;RUE ALAIN FOURNIER;35533;NOYAL SUR VILAINE CEDEX;53
2016-2017;RENNES;0352236R;ECOLE SECONDAIRE PRIVEE STE MARIE;LYCEE D ENSEIGNEMENT GENERAL;Privé;107;BRETAGNE;ILLE-ET-VILAINE;035;-;35430;ST PERE;53
2016-2017;RENNES;0352274G;COLLEGE FRANCOISE DOLTO;COLLEGE;Public;738;BRETAGNE;ILLE-ET-VILAINE;035;53 avenue LE BRIX;35742;PACE CEDEX;53
2016-2017;RENNES;0352448W;COLLEGE PIERRE-OLIVIER MALHERBE;COLLEGE;Public;646;BRETAGNE;ILLE-ET-VILAINE;035;7  AVENUE DES GENETS;35221;CHATEAUBOURG CEDEX;53
2016-2017;RENNES;0352691K;COLLEGE ANDREE RECIPON;COLLEGE;Public;687;BRETAGNE;ILLE-ET-VILAINE;035;6 rue DE PONT-PEAN;35230;ORGERES;53
2016-2017;RENNES;0352860U;COLLEGE SIMONE VEIL;COLLEGE;Public;670;BRETAGNE;ILLE-ET-VILAINE;035;2 rue BERNARD PICOULT;35320;CREVIN;53
2015-2016;RENNES;0350017D;COLLEGE DU QUERPON;COLLEGE;Public;496;BRETAGNE;ILLE-ET-VILAINE;035;ROUTE DE CAMPEL;35330;MAURE DE BRETAGNE;53
2015-2016;RENNES;0350022J;LYCEE GENERAL ET TECHNOLOGIQUE BEAUMONT;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;936;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DU LYCEE;35605;REDON CEDEX;53
2015-2016;RENNES;0350027P;COLLEGE LES GAYEULLES;COLLEGE;Public;506;BRETAGNE;ILLE-ET-VILAINE;035;140  BOULEVARD DE VITRE;35703;RENNES CEDEX 7;53
2015-2016;RENNES;0350030T;LPO LYCEE DES METIERS PIERRE MENDES FRANCE;LYCEE POLYVALENT;Public;864;BRETAGNE;ILLE-ET-VILAINE;035;34 RUE BAHON RAULT;35069;RENNES CEDEX;53
2015-2016;RENNES;0350040D;COLLEGE ANGELE VANNIER;COLLEGE;Public;276;BRETAGNE;ILLE-ET-VILAINE;035;1  BOULEVARD DU COLLEGE;35460;ST BRICE EN COGLES;53
2015-2016;RENNES;0350747X;ETAB.REGIONAL ENSEIGNT ADAPTE PUBLIC;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;109;BRETAGNE;ILLE-ET-VILAINE;035;26 AVENUE DU CANADA;35009;RENNES CEDEX;53
2015-2016;RENNES;0350770X;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;904;BRETAGNE;ILLE-ET-VILAINE;035;8 BOULEVARD DE LA CHESNARDIERE;35304;FOUGERES CEDEX;53
2015-2016;RENNES;0350773A;COLLEGE PRIVE STE JEANNE D'ARC-CHOISY;COLLEGE;Privé;523;BRETAGNE;ILLE-ET-VILAINE;035;3 AVENUE DE LA BORDERIE;35404;ST MALO CEDEX;53
2015-2016;RENNES;0350778F;LYCEE GENERAL PRIVE ASSOMPTION;LYCEE D ENSEIGNEMENT GENERAL;Privé;1214;BRETAGNE;ILLE-ET-VILAINE;035;18 BOULEVARD PAINLEVE;35702;RENNES CEDEX 7;53
2015-2016;RENNES;0350781J;COLLEGE PRIVE NOTRE DAME DU VIEUX COURS;COLLEGE;Privé;404;BRETAGNE;ILLE-ET-VILAINE;035;19  BOULEVARD DE LA LIBERTE;35000;RENNES;53
2015-2016;RENNES;0350787R;LYCEE TECHNOLOGIQUE PRIVE LES RIMAINS;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;Privé;239;BRETAGNE;ILLE-ET-VILAINE;035;ESPLANADE DE LA GARE;35409;ST MALO CEDEX;53
2015-2016;RENNES;0350797B;LYC POLYVAL PRIVE DES METIERS JEANNE D'ARC;LYCEE POLYVALENT;Privé;1126;BRETAGNE;ILLE-ET-VILAINE;035;61 RUE LA FONTAINE;35708;RENNES CEDEX 7;53
2015-2016;RENNES;0350801F;LYCEE GENERAL PRIVE JEAN PAUL II;LYCEE D ENSEIGNEMENT GENERAL;Privé;641;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE ANTOINE DE SAINT EXUPERY;35762;ST GREGOIRE CEDEX;53
2015-2016;RENNES;0350840Y;LYC POLYVAL PRIVE DES METIERS STE THERESE;LYCEE POLYVALENT;Privé;383;BRETAGNE;ILLE-ET-VILAINE;035;27 RUE SULLY PRUDHOMME;35067;RENNES CEDEX;53
2015-2016;RENNES;0350867C;COLLEGE PRIVE ST MICHEL;COLLEGE;Privé;606;BRETAGNE;ILLE-ET-VILAINE;035;15 RUE DES ECOLES;35340;LIFFRE;53
2015-2016;RENNES;0350889B;COLLEGE PRIVE SACRE COEUR;COLLEGE;Privé;278;BRETAGNE;ILLE-ET-VILAINE;035;16 RUE JEANNE JUGAN;35403;ST MALO CEDEX;53
2015-2016;RENNES;0350970P;COLLEGE LE CHENE VERT;COLLEGE;Public;675;BRETAGNE;ILLE-ET-VILAINE;035;2  RUE DU CHENE VERT;35470;BAIN DE BRETAGNE;53
2015-2016;RENNES;0351799R;COLLEGE DES FONTAINES;COLLEGE;Public;296;BRETAGNE;ILLE-ET-VILAINE;035;8  RUE DU 14 JUILLET;35130;LA GUERCHE DE BRETAGNE;53
2015-2016;RENNES;0351907H;LYCEE GENERAL ET TECHNOLOGIQUE RENE DESCARTES;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1317;BRETAGNE;ILLE-ET-VILAINE;035;CHEMIN DE RONDE;35207;RENNES CEDEX 2;53
2015-2016;RENNES;0351969A;COLLEGE BEAUMONT;COLLEGE;Public;610;BRETAGNE;ILLE-ET-VILAINE;035;10 RUE DU LYCEE;35605;REDON CEDEX;53
2015-2016;RENNES;0351997F;COLLEGE PRIVE JEANNE D'ARC;COLLEGE;Privé;499;BRETAGNE;ILLE-ET-VILAINE;035;6 RUE JEANNE D'ARC;35304;FOUGERES CEDEX;53
2015-2016;RENNES;0352008T;COLLEGE LES ROCHERS SEVIGNE;COLLEGE;Public;412;BRETAGNE;ILLE-ET-VILAINE;035;1 ALLÉE PIERRE DE GENNES;35506;VITRE CEDEX;53
2015-2016;RENNES;0352069J;COLLEGE PRIVE ST VINCENT-PROVIDENCE;COLLEGE;Privé;835;BRETAGNE;ILLE-ET-VILAINE;035;57 RUE DE PARIS;35064;RENNES CEDEX;53
2015-2016;RENNES;0352167R;COLLEGE JACQUES BREL;COLLEGE;Public;486;BRETAGNE;ILLE-ET-VILAINE;035;RUE ALAIN FOURNIER;35533;NOYAL SUR VILAINE CEDEX;53
2015-2016;RENNES;0352183H;COLLEGE MATHURIN MEHEUT;COLLEGE;Public;414;BRETAGNE;ILLE-ET-VILAINE;035;8 PLACE BELLEVUE;35520;MELESSE;53
2015-2016;RENNES;0352260S;COLLEGE FRANCOIS TRUFFAUT;COLLEGE;Public;503;BRETAGNE;ILLE-ET-VILAINE;035;RUE DE LA RABINE;35830;BETTON;53
2015-2016;RENNES;0352304P;LYCEE GENERAL ET TECHNOLOGIQUE SEVIGNE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1228;BRETAGNE;ILLE-ET-VILAINE;035;2 RUE DE LA CHALOTAIS;35513;CESSON SEVIGNE CEDEX;53
2015-2016;RENNES;0352319F;COLLEGE PRIVE ST GABRIEL;COLLEGE;Privé;917;BRETAGNE;ILLE-ET-VILAINE;035;59 AVENUE LE BRIX;35742;PACE CEDEX;53
2015-2016;RENNES;0352448W;COLLEGE PIERRE-OLIVIER MALHERBE;COLLEGE;Public;638;BRETAGNE;ILLE-ET-VILAINE;035;7 AVENUE DES GENETS;35221;CHATEAUBOURG CEDEX;53
2015-2016;RENNES;0352867B;SECTION ENSEIGNT GEN.ET TECHNO LEGTA T. MONOD LE RHEU;SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE;Public;414;BRETAGNE;ILLE-ET-VILAINE;035;55  AVENUE DE LA BOUVARDIERE;35651;LE RHEU CEDEX;53
2017-2018;RENNES;0350009V;LYCEE PROFESSIONNEL ALPHONSE PELLE;LYCEE PROFESSIONNEL;Public;142;BRETAGNE;ILLE-ET-VILAINE;035;5  RUE ALPHONSE PELLE;35120;DOL DE BRETAGNE;53
2017-2018;RENNES;0350017D;COLLEGE DU QUERPON;COLLEGE;Public;476;BRETAGNE;ILLE-ET-VILAINE;035;Route DE CAMPEL;35330;MAURE DE BRETAGNE;53
2017-2018;RENNES;0350026N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MACE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1018;BRETAGNE;ILLE-ET-VILAINE;035;10 rue JEAN MACE;35704;RENNES CEDEX 7;53
2017-2018;RENNES;0350029S;LYCEE GENERAL ET TECHNOLOGIQUE JOLIOT-CURIE;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;1613;BRETAGNE;ILLE-ET-VILAINE;035;144 boulevard DE VITRE;35703;RENNES CEDEX 7;53
2017-2018;RENNES;0350042F;LYCEE GENERAL ET TECHNOLOGIQUE MAUPERTUIS;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;Public;632;BRETAGNE;ILLE-ET-VILAINE;035;Rue PIERRE DE COUBERTIN;35407;ST MALO CEDEX;53
2017-2018;RENNES;0350051R;COLLEGE THEOPHILE BRIANT;COLLEGE;Public;622;BRETAGNE;ILLE-ET-VILAINE;035;21 avenue DES TRENTE;35190;TINTENIAC;53
2017-2018;RENNES;0350059Z;LYCEE PROFESSIONNEL BREQUIGNY;LYCEE PROFESSIONNEL;Public;364;BRETAGNE;ILLE-ET-VILAINE;035;7 avenue GEORGES GRAFF;35205;RENNES CEDEX 2;53
2017-2018;RENNES;0350062C;LYCEE PROFESSIONNEL MAUPERTUIS;LYCEE PROFESSIONNEL;Public;243;BRETAGNE;ILLE-ET-VILAINE;035;Rue PIERRE DE COUBERTIN;35407;ST MALO CEDEX;53
2017-2018;RENNES;0350102W;LP LYCEE DES METIERS BEAUMONT;LYCEE PROFESSIONNEL;Public;319;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE DU LYCEE;35605;REDON CEDEX;53
2017-2018;RENNES;0350710G;LYCEE GENERAL FRANCOIS RENE DE CHATEAUBRIAND;LYCEE D ENSEIGNEMENT GENERAL;Public;1915;BRETAGNE;ILLE-ET-VILAINE;035;136 boulevard DE VITRE;35703;RENNES CEDEX 7;53
2017-2018;RENNES;0350732F;ETAB.REGIONAL ENSEIGNT ADAPTE JEAN BART;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;113;BRETAGNE;ILLE-ET-VILAINE;035;10  RUE SAINT-PIERRE;35603;REDON CEDEX;53
2017-2018;RENNES;0350734H;COLLEGE LES CHALAIS;COLLEGE;Public;406;BRETAGNE;ILLE-ET-VILAINE;035;25 avenue DU CANADA;35201;RENNES CEDEX 2;53
2017-2018;RENNES;0350747X;ETAB.REGIONAL ENSEIGNT ADAPTE PUBLIC;ETABLISSEMENT REGIONAL D'ENSEIGNT ADAPTE;Public;106;BRETAGNE;ILLE-ET-VILAINE;035;26  AVENUE DU CANADA;35009;RENNES CEDEX;53
2017-2018;RENNES;0350762N;COLLEGE THERESE PIERRE;COLLEGE;Public;574;BRETAGNE;ILLE-ET-VILAINE;035;26 bis rue DUGUAY-TROUIN;35301;FOUGERES CEDEX;53
2017-2018;RENNES;0350770X;COLLEGE PRIVE STE MARIE;COLLEGE;Privé;955;BRETAGNE;ILLE-ET-VILAINE;035;8 BOULEVARD DE LA CHESNARDIERE;35304;FOUGERES CEDEX;53
2017-2018;RENNES;0350775C;COLLEGE PRIVE LE CLEU ST JOSEPH;COLLEGE;Privé;692;BRETAGNE;ILLE-ET-VILAINE;035;22 rue ST MICHEL;35603;REDON CEDEX;53
2017-2018;RENNES;0350778F;LYCEE GENERAL PRIVE ASSOMPTION;LYCEE D ENSEIGNEMENT GENERAL;Privé;1421;BRETAGNE;ILLE-ET-VILAINE;035;18 boulevard PAINLEVE;35702;RENNES CEDEX 7;53
2017-2018;RENNES;0350791V;LYC POLYVAL PRIVE DES METIERS MARCEL CALLO;LYCEE POLYVALENT;Privé;896;BRETAGNE;ILLE-ET-VILAINE;035;21 avenue ETIENNE GASCON;35603;REDON CEDEX;53
2017-2018;RENNES;0350797B;LYC POLYVAL PRIVE des METIERS JEANNE D'ARC;LYCEE POLYVALENT;Privé;1111;BRETAGNE;ILLE-ET-VILAINE;035;61  RUE LA FONTAINE;35708;RENNES CEDEX 7;53
2017-2018;RENNES;0350855P;COLLEGE PRIVE STE CROIX;COLLEGE;Privé;555;BRETAGNE;ILLE-ET-VILAINE;035;3  RUE DU PRIEURE;35410;CHATEAUGIRON;53
